   107/999     1.75G   0.01688   0.07338  0.001499   0.09176       568       448    0.9462    0.6531    0.6527    0.4269   0.01294   0.05203  0.001477
   108/999     1.75G   0.01893   0.07552  0.001697   0.09615       600       448    0.9701    0.6416    0.6533    0.4263   0.01293   0.05086  0.001551
   109/999     1.75G   0.01708   0.07415  0.001251   0.09248       641       448    0.9671    0.6444    0.6532    0.4671   0.01184   0.05015  0.001521
   110/999     1.75G   0.01768    0.0734  0.001859   0.09294       762       448    0.9628    0.6265    0.6484    0.4691    0.0125   0.05113  0.001546
   111/999     1.75G   0.01743   0.07572  0.001486   0.09463       629       448    0.9473    0.6442    0.6503    0.4713   0.01192   0.05011  0.001814
   112/999     1.75G   0.01909   0.07604  0.001479   0.09662       773       448    0.9556    0.6422    0.6505    0.5046   0.01276    0.0504  0.001932
   113/999     1.75G   0.01886   0.07363  0.001561   0.09405       767       448    0.9657    0.6436    0.6537    0.5022   0.01198   0.04991  0.001587
   114/999     1.75G   0.01916   0.07673  0.001651   0.09755       661       448    0.9691    0.6357    0.6551    0.4831   0.01211   0.04953  0.001512
   115/999     1.75G   0.01795   0.07446  0.001567   0.09398       882       448    0.9739    0.6438     0.657    0.5099   0.01221   0.04915  0.001514
   116/999     1.75G   0.01851   0.07319  0.001771   0.09348       556       448    0.9462    0.6617    0.6536    0.5103   0.01202    0.0496  0.001543
   117/999     1.75G   0.01964   0.07583  0.001889   0.09736       466       448    0.9634    0.6594    0.6551    0.5092   0.01177   0.05023  0.001641
   118/999     1.75G   0.01727   0.07034  0.001344   0.08896       329       448    0.9615    0.6336    0.6514    0.4849   0.01206   0.04967  0.001588
   119/999     1.75G   0.01818   0.07191  0.001528   0.09162       838       448    0.9754    0.6352    0.6552    0.4802   0.01249   0.05078  0.001519
   120/999     1.75G   0.01982    0.0793  0.001371    0.1005       725       448    0.9782    0.6423     0.656    0.4673   0.01235   0.05017   0.00155
   121/999     1.75G   0.02091   0.07133  0.001994   0.09423       786       448    0.9693    0.6231    0.6518    0.5072   0.01163   0.04879  0.001491
   122/999     1.75G   0.01847   0.07531  0.001504   0.09528       502       448    0.9621    0.6328    0.6502    0.4874   0.01262   0.04993  0.001504
   123/999     1.75G   0.01803   0.07598  0.001297   0.09531       650       448    0.9702    0.6331    0.6534    0.4849   0.01172   0.04997   0.00147
   124/999     1.75G   0.01797   0.07642  0.001911    0.0963       660       448    0.9613     0.635    0.6516    0.4997   0.01253   0.04962  0.001488
   125/999     1.75G   0.02034   0.07443  0.002017   0.09679       391       448    0.9407    0.6523    0.6488    0.5055   0.01193   0.04943  0.001532
   126/999     1.75G   0.01727   0.07244  0.001904   0.09161       807       448    0.9381    0.6585     0.649    0.4633    0.0119   0.04974  0.001519
   127/999     1.75G    0.0157   0.07277  0.001243   0.08971       596       448    0.9635    0.6507    0.6552    0.5124   0.01188   0.04905  0.001376
   128/999     1.75G   0.01775    0.0738  0.001305   0.09286       652       448    0.9615     0.644     0.656     0.521    0.0112   0.04826  0.001368
   129/999     1.75G   0.01868   0.07159  0.001847   0.09212       449       448    0.9503    0.6506    0.6556    0.5181   0.01191   0.04879  0.001364
   130/999     1.75G   0.01797   0.07361  0.002231   0.09381       879       448     0.945     0.633    0.6496    0.4884   0.01243   0.05121  0.001528
   131/999     1.75G   0.01653    0.0692  0.001301   0.08703       359       448    0.9873    0.6218    0.6532    0.5032   0.01325   0.05075  0.001485
   132/999     1.75G   0.01885    0.0744  0.001691   0.09493       918       448    0.9474    0.6187    0.6308     0.465   0.01339   0.05195  0.002006
   133/999     1.75G   0.01591   0.07447  0.001532   0.09192       451       448    0.9537    0.6245    0.6392    0.4808   0.01248   0.05002  0.001877
   134/999     1.75G   0.01887   0.07035  0.002314   0.09153       490       448    0.9426    0.6514    0.6493    0.5089   0.01144   0.04899  0.001514
   135/999     1.75G   0.01588   0.07437  0.001217   0.09147       760       448    0.9525    0.6438    0.6529    0.5135   0.01183   0.04894  0.001377
   136/999     1.75G   0.01938   0.07274   0.00199    0.0941       872       448    0.9468     0.653    0.6534    0.5083   0.01124   0.04802  0.001307
   137/999     1.75G   0.01839   0.07108  0.002035    0.0915       828       448    0.9632    0.6438    0.6543    0.5272   0.01141   0.04888  0.001304
   138/999     1.75G   0.01736   0.06973  0.002011    0.0891       769       448    0.9702    0.6342    0.6543    0.5115   0.01146   0.04849  0.001236
   139/999     1.75G   0.01706   0.07122  0.001097   0.08937       401       448    0.9527    0.6521    0.6532    0.5028   0.01228   0.05121  0.001224
   140/999     1.75G   0.01914   0.08051  0.002053    0.1017       638       448    0.9439    0.6513    0.6519    0.5152   0.01251   0.04985  0.001296
   141/999     1.75G   0.01979    0.0747  0.002081   0.09657       808       448    0.9596    0.6182    0.6486    0.5234   0.01251    0.0506  0.001426
   142/999     1.75G   0.01678   0.07029  0.001518   0.08858       738       448    0.9465     0.653    0.6499    0.5248   0.01151   0.04912  0.001363
   143/999     1.75G    0.0175   0.07342  0.001253   0.09217       701       448    0.9613    0.6438    0.6517    0.5301   0.01147   0.04927  0.001326
   144/999     1.75G   0.01789   0.07699  0.001653   0.09653       916       448    0.9639    0.6341    0.6512    0.5119   0.01146   0.04916  0.001271
   145/999     1.75G   0.01817    0.0724  0.001899   0.09247       487       448    0.9643    0.6525    0.6523    0.5232   0.01152   0.04914  0.001228
   146/999     1.75G   0.01882   0.06994  0.002268   0.09102       590       448    0.9608    0.6529    0.6538    0.4962   0.01329   0.04894  0.001216
   147/999     1.75G   0.01882   0.07314  0.001704   0.09367       452       448    0.9613    0.6531    0.6514    0.5137   0.01212   0.04837  0.001214
   148/999     1.75G   0.01766   0.07037  0.001612   0.08964       640       448    0.9641    0.6417    0.6505    0.5107   0.01105   0.04804  0.001348
   149/999     1.75G    0.0173     0.074  0.001461   0.09277       685       448    0.9651    0.6377    0.6503    0.5003    0.0119   0.04823  0.001554
